flight,step,gap_minutes,gc_gap_km,raw_adsb_dist_km,baseline_dist_km,kalman_dist_km,gru_dist_km,adsc_true_dist_km,baseline_gap_km,kalman_gap_km,gru_gap_km,baseline_dev_km,kalman_dev_km,gru_dev_km,raw_co2_kg,baseline_co2_kg,kalman_co2_kg,gru_co2_kg,adsc_co2_kg
20230721_aa6914_122920_141050,step1_raw_20230707_20230731,285.8,4265.1,1341.3,5606.4,5606.4,5952.0,5648.2,4235.3,4265.1,4230.6,1.2,1.5,281.3,25485.0,106521.0,106521.0,113088.0,107316.0
20230722_0101db_104027_121627,step1_raw_20230707_20230731,260.0,3870.6,1859.1,5729.6,5739.2,6028.1,5748.4,3840.9,3880.1,3807.3,1.0,113.3,271.9,35322.0,108863.0,109044.0,114534.0,109220.0
20230722_0101e0_083906_102442,step1_raw_20230707_20230731,239.2,3687.1,2342.5,6029.6,6036.8,6509.8,6047.7,3656.4,3694.3,3658.7,0.9,94.8,399.9,44507.0,114562.0,114699.0,123687.0,114906.0
20230722_02013c_110039_111015,step1_raw_20230707_20230731,303.8,4656.7,803.9,5460.6,5461.6,5882.3,5461.9,4626.2,4657.7,4586.4,1.5,41.6,390.3,15274.0,103752.0,103770.0,111764.0,103776.0
20230722_040204_103252_112821,step1_raw_20230707_20230731,246.0,3387.2,1937.9,5325.1,5328.2,5374.1,5331.1,3359.8,3390.3,3334.2,0.7,60.9,63.0,36820.0,101177.0,101235.0,102107.0,101290.0
20230723_0101dc_091438_101111,step1_raw_20230707_20230731,247.8,3535.4,1835.8,5371.2,5392.8,5831.3,5391.7,3507.0,3557.0,3539.5,0.8,159.6,323.6,34880.0,102052.0,102463.0,110796.0,102443.0
20230723_040105_101608_105745,step1_raw_20230707_20230731,248.2,3641.6,1884.5,5526.1,5526.2,5884.8,5550.2,3612.3,3641.6,3666.2,0.8,8.7,247.2,35806.0,104996.0,104997.0,111810.0,105455.0
20230723_040199_103554_111523,step1_raw_20230707_20230731,265.5,3889.1,2477.0,6366.1,6368.8,6748.8,6421.3,3860.0,3891.7,3922.7,0.9,57.8,272.8,47064.0,120957.0,121007.0,128227.0,122005.0
20230723_040203_110541_120454,step1_raw_20230707_20230731,246.0,3376.9,2199.5,5576.4,5576.5,5684.1,5577.6,3349.6,3377.1,3344.4,0.7,14.3,84.8,41790.0,105951.0,105954.0,107998.0,105974.0
20230723_06a040_134217_134425,step1_raw_20230707_20230731,31.2,431.8,2944.0,3375.7,3382.7,3606.9,3375.8,404.8,438.7,417.8,0.0,16.9,68.4,55936.0,64139.0,64271.0,68531.0,64140.0
20230723_06a0e8_093532_101259,step1_raw_20230707_20230731,161.2,2388.5,4011.4,6399.9,6407.9,6665.9,6428.2,2359.0,2396.5,2396.5,0.3,65.7,73.9,76217.0,121599.0,121750.0,126651.0,122136.0
20230723_407979_111240_120654,step1_raw_20230707_20230731,209.8,3446.3,2255.9,5702.2,5704.2,5940.9,5707.2,3413.6,3448.3,3415.8,0.8,44.9,236.7,42863.0,108342.0,108380.0,112878.0,108436.0
20230723_896488_142610_151647,step1_raw_20230707_20230731,407.2,6011.4,426.0,6437.4,6508.3,6504.5,6442.2,5982.0,6082.4,5982.2,0.2,417.1,32.4,8093.0,122310.0,123659.0,123586.0,122401.0
20230724_0101df_100531_113154,step1_raw_20230707_20230731,315.5,4560.5,1340.4,5900.9,5902.9,6406.4,5921.7,4531.7,4562.5,4571.2,1.4,56.8,438.2,25468.0,112117.0,112155.0,121722.0,112512.0
20230724_04018f_095744_102209,step1_raw_20230707_20230731,337.8,4920.3,1303.3,6223.7,6241.1,6746.0,6234.9,4891.3,4937.8,5029.6,1.5,180.0,388.7,24764.0,118250.0,118582.0,128175.0,118463.0
20230724_06a103_103843_111707,step1_raw_20230707_20230731,127.8,2044.6,1468.3,3512.9,3513.9,3561.9,3513.2,2012.9,2045.6,2014.1,0.2,13.2,32.2,27898.0,66745.0,66765.0,67677.0,66751.0
20240220_406a9c_172800_183232,step1_raw_2024-02-01_to_2024-03-01,242.2,3393.6,1192.8,4586.4,4598.4,4696.9,4647.2,3365.7,3405.7,3330.9,0.7,120.1,171.6,22663.0,87142.0,87370.0,89241.0,88297.0
20240221_a85c0b_151304_162931,step1_raw_2024-02-01_to_2024-03-01,232.8,3269.9,1530.1,4800.0,4800.3,4880.5,4806.5,3242.0,3270.2,3226.3,0.7,17.4,93.5,29072.0,91201.0,91206.0,92729.0,91324.0
20240221_ac21af_155459_170552,step1_raw_2024-02-01_to_2024-03-01,246.5,3330.2,2305.4,5635.6,5642.6,5694.4,5690.0,3303.2,3337.2,3258.9,0.7,92.0,127.2,43803.0,107076.0,107210.0,108193.0,108109.0
20240222_3c4b29_163411_174300,step1_raw_2024-02-01_to_2024-03-01,286.5,3895.2,1693.3,5588.6,5588.9,5614.3,5645.4,3868.1,3895.6,3832.6,0.9,23.3,114.6,32173.0,106182.0,106189.0,106672.0,107262.0
20240222_3c6519_153712_170336,step1_raw_2024-02-01_to_2024-03-01,123.5,1649.5,1876.8,3526.3,3531.0,3530.0,3534.3,1623.1,1654.2,1620.7,0.1,26.1,10.2,35659.0,66999.0,67089.0,67069.0,67152.0
20240222_407af3_152329_163716,step1_raw_2024-02-01_to_2024-03-01,257.5,3399.6,1143.7,4543.4,4669.3,4587.3,4614.8,3373.4,3525.5,3334.9,0.7,395.7,125.4,21731.0,86324.0,88716.0,87158.0,87682.0
20240223_3c670c_181559_192519,step1_raw_2024-02-01_to_2024-03-01,281.8,3686.9,1707.9,5394.8,5397.2,5556.7,5441.0,3660.9,3689.4,3656.7,0.8,57.8,166.4,32449.0,102501.0,102548.0,105578.0,103379.0
20240224_3965ad_163659_174035,step1_raw_2024-02-01_to_2024-03-01,250.2,3379.2,1387.8,4766.9,4774.9,4885.5,4769.4,3352.2,3387.1,3341.5,0.7,98.0,103.0,26368.0,90572.0,90722.0,92824.0,90618.0
20240224_4b187c_155631_171515,step1_raw_2024-02-01_to_2024-03-01,256.0,3342.9,2288.1,5631.0,5667.3,5652.4,5632.5,3316.9,3379.2,3291.9,0.7,207.3,30.6,43474.0,106990.0,107679.0,107395.0,107018.0
20240224_aab812_164957_180441,step1_raw_2024-02-01_to_2024-03-01,252.5,3340.4,1219.5,4559.9,4608.8,4629.2,4562.7,3313.9,3389.3,3280.9,0.7,244.0,110.5,23171.0,86637.0,87568.0,87954.0,86692.0
20240224_c0104f_153519_164921,step1_raw_2024-02-01_to_2024-03-01,260.2,3462.4,1324.2,4786.6,4799.4,4789.4,4792.7,3435.8,3475.2,3404.0,0.7,127.6,15.4,25160.0,90945.0,91189.0,90998.0,91061.0
20240225_4b1882_191706_213047,step1_raw_2024-02-01_to_2024-03-01,274.2,3519.1,1927.8,5447.0,5459.7,5789.5,5486.6,3493.5,3531.9,3510.6,0.8,127.0,255.1,36629.0,103492.0,103735.0,110000.0,104246.0
20240226_461f48_171511_191734,step1_raw_2024-02-01_to_2024-03-01,312.0,4332.1,1225.6,5557.7,5557.9,5616.5,5573.9,4304.4,4332.3,4242.8,1.0,20.7,170.6,23286.0,105596.0,105600.0,106713.0,105904.0
20240226_4b1883_150324_173053,step1_raw_2024-02-01_to_2024-03-01,286.0,3719.2,2206.0,5925.2,5937.0,6519.2,6113.5,3693.3,3731.0,3787.7,0.9,125.9,428.4,41914.0,112579.0,112803.0,123865.0,116157.0
20240227_3c4b24_153504_165712,step1_raw_2024-02-01_to_2024-03-01,270.5,3496.6,1955.5,5452.1,5473.6,5539.7,5452.4,3470.8,3518.1,3428.8,0.8,165.4,114.1,37155.0,103589.0,103998.0,105254.0,103595.0
20240227_400774_174220_193945,step1_raw_2024-02-01_to_2024-03-01,258.8,3395.1,1643.7,5038.8,5040.6,5129.2,5048.9,3369.0,3396.9,3343.9,0.7,44.7,81.2,31230.0,95738.0,95772.0,97455.0,95930.0
20240227_406f77_144109_163752,step1_raw_2024-02-01_to_2024-03-01,256.0,3347.5,1741.0,5088.5,5089.6,5110.0,5103.9,3321.5,3348.7,3288.9,0.7,36.1,22.8,33078.0,96681.0,96703.0,97090.0,96974.0
20240227_4851ae_145337_161100,step1_raw_2024-02-01_to_2024-03-01,269.0,3625.2,1339.9,4965.1,4993.9,5069.9,4981.5,3598.4,3654.0,3553.8,0.8,194.1,168.1,25458.0,94337.0,94885.0,96327.0,94649.0
20240227_4b1886_153024_173923,step1_raw_2024-02-01_to_2024-03-01,284.5,3576.8,2141.2,5718.0,5720.3,5900.1,5723.8,3551.7,3579.1,3533.4,0.8,55.0,160.0,40683.0,108642.0,108687.0,112103.0,108753.0
20240228_39ce24_143437_154642,step1_raw_2024-02-01_to_2024-03-01,258.8,3537.4,1424.1,4961.5,4990.0,5195.2,4991.7,3510.2,3565.9,3515.1,0.8,187.2,194.7,27057.0,94269.0,94810.0,98709.0,94843.0
20240229_406a9d_154329_164905,step1_raw_2024-02-01_to_2024-03-01,238.2,3359.2,1430.4,4789.5,4794.9,5178.4,4799.9,3331.1,3364.5,3387.4,0.7,79.7,253.4,27177.0,91001.0,91102.0,98389.0,91198.0
20240229_4b187c_151752_162334,step1_raw_2024-02-01_to_2024-03-01,255.5,3365.0,2292.7,5657.6,5666.5,6010.3,5668.8,3338.8,3373.9,3388.4,0.7,101.2,241.5,43561.0,107495.0,107664.0,114196.0,107706.0
20240229_4b1883_151918_164230,step1_raw_2024-02-01_to_2024-03-01,245.8,3294.8,2015.7,5310.5,5314.7,5757.3,5318.1,3268.1,3299.0,3315.1,0.7,68.7,302.8,38298.0,100899.0,100979.0,109389.0,101044.0
20240229_8960f7_173934_185447,step1_raw_2024-02-01_to_2024-03-01,204.8,2881.2,2464.0,5345.3,5345.3,5570.8,5357.0,2853.3,2881.2,2861.0,0.5,1.6,187.8,46816.0,101560.0,101560.0,105846.0,101784.0
20240229_8964bf_152050_163010,step1_raw_2024-02-01_to_2024-03-01,230.5,3240.8,2733.9,5974.7,5978.8,6297.0,5979.5,3212.8,3244.9,3252.6,0.6,68.0,207.8,51944.0,113520.0,113598.0,119643.0,113611.0
20240301_400774_180139_192258,step1_raw_2024-02-01_to_2024-03-01,234.5,3316.6,1772.8,5089.4,5090.1,5106.7,5096.0,3288.4,3317.3,3251.2,0.7,29.1,57.8,33684.0,96699.0,96713.0,97026.0,96825.0
20240301_406891_190713_202333,step1_raw_2024-02-01_to_2024-03-01,233.8,3361.2,1354.4,4715.6,4734.6,4746.9,4718.4,3332.6,3380.1,3294.0,0.7,143.7,79.3,25735.0,89597.0,89957.0,90192.0,89649.0
20240301_4074e4_154236_164713,step1_raw_2024-02-01_to_2024-03-01,226.5,3277.3,1537.1,4814.4,4815.0,4853.4,4817.8,3248.5,3277.9,3221.1,0.7,26.3,54.8,29205.0,91474.0,91486.0,92215.0,91538.0
20240301_76cce7_180042_192418,step1_raw_2024-02-01_to_2024-03-01,181.0,3004.7,3857.9,6862.6,6863.3,7096.8,6865.8,2971.7,3005.4,2946.5,0.6,22.7,245.5,73300.0,130389.0,130403.0,134839.0,130449.0
20240301_ab79ca_160825_171212,step1_raw_2024-02-01_to_2024-03-01,259.8,3709.3,1408.8,5118.2,5120.9,5496.9,5136.5,3680.9,3712.1,3644.9,0.9,58.5,314.1,26768.0,97245.0,97297.0,104442.0,97593.0
20240401_4b1887_143028_154535,step1_raw_2024-04-01_to_2024-05-01,214.2,3297.6,2664.1,5961.7,5965.0,6001.3,5974.7,3266.9,3300.9,3236.1,0.7,60.9,74.8,50618.0,113272.0,113336.0,114025.0,113520.0
20240402_06a2c7_132641_143250,step1_raw_2024-04-01_to_2024-05-01,260.5,4142.0,2452.0,6594.0,6597.6,6666.5,6619.0,4110.2,4145.6,4062.8,1.0,74.9,177.9,46588.0,125285.0,125355.0,126663.0,125762.0
20240402_c01723_132022_142610,step1_raw_2024-04-01_to_2024-05-01,211.0,3401.0,1403.5,4804.5,4815.3,4940.9,4813.2,3368.9,3411.7,3346.8,0.7,108.0,145.8,26667.0,91286.0,91490.0,93877.0,91451.0
20240403_400684_122535_133958,step1_raw_2024-04-01_to_2024-05-01,208.2,3321.9,1746.3,5068.2,5068.5,5079.7,5083.2,3290.1,3322.2,3253.2,0.7,18.7,52.5,33181.0,96296.0,96302.0,96514.0,96581.0
20240403_400771_153220_170141,step1_raw_2024-04-01_to_2024-05-01,209.5,3246.8,1340.7,4587.6,4594.7,4612.2,4623.3,3216.0,3254.0,3182.0,0.7,82.6,51.2,25474.0,87163.0,87300.0,87631.0,87844.0
20240403_400772_135234_153121,step1_raw_2024-04-01_to_2024-05-01,213.2,3295.3,1229.0,4524.2,4535.0,4592.4,4555.3,3264.5,3306.0,3221.8,0.7,108.6,140.0,23351.0,85961.0,86165.0,87255.0,86550.0
20240403_4b1880_130358_140952,step1_raw_2024-04-01_to_2024-05-01,221.8,3338.8,2492.7,5831.4,5837.1,5862.2,5855.2,3308.8,3344.4,3282.6,0.7,77.6,48.7,47361.0,110797.0,110905.0,111381.0,111249.0
20240404_06a1c0_133903_145821,step1_raw_2024-04-01_to_2024-05-01,271.0,4096.3,2305.9,6402.1,6519.7,6411.5,6414.4,4066.1,4213.9,4051.7,0.9,426.8,82.2,43812.0,121640.0,123875.0,121819.0,121875.0
20240404_4b187f_145304_160600,step1_raw_2024-04-01_to_2024-05-01,217.5,3267.1,2153.6,5420.7,5425.6,5652.0,5429.6,3237.2,3272.0,3238.9,0.7,65.2,174.5,40919.0,102993.0,103086.0,107387.0,103162.0
20240404_4b1885_145730_161457,step1_raw_2024-04-01_to_2024-05-01,223.0,3376.6,2175.8,5552.5,5553.4,5682.9,5559.3,3346.5,3377.6,3328.3,0.7,33.1,114.8,41341.0,105497.0,105515.0,107976.0,105626.0
20240404_4bb14b_145549_163236,step1_raw_2024-04-01_to_2024-05-01,271.2,4087.4,2489.8,6577.1,6580.8,6636.7,6585.2,4057.3,4091.0,4008.8,0.9,74.8,135.1,47305.0,124965.0,125035.0,126098.0,125119.0
20240404_76cce1_173233_183236,step1_raw_2024-04-01_to_2024-05-01,189.2,2909.8,3815.3,6725.1,6725.2,6955.7,6729.3,2879.2,2909.9,2854.1,0.6,8.7,245.9,72491.0,127777.0,127779.0,132158.0,127857.0
20240404_a75283_142939_153303,step1_raw_2024-04-01_to_2024-05-01,286.8,4390.4,1881.7,6272.1,6327.7,6601.9,6281.3,4359.9,4446.0,4451.3,1.1,301.1,318.3,35752.0,119169.0,120226.0,125437.0,119346.0
20240404_ac308f_135607_151138,step1_raw_2024-04-01_to_2024-05-01,246.0,3708.7,2279.3,5988.0,5994.6,6181.2,5990.7,3678.7,3715.3,3660.7,0.9,91.4,165.4,43307.0,113772.0,113897.0,117443.0,113823.0
20240405_39d2a5_135831_150458,step1_raw_2024-04-01_to_2024-05-01,228.5,3339.1,1815.9,5155.0,5158.0,5159.0,5171.8,3309.9,3342.1,3281.7,0.7,59.5,26.5,34501.0,97944.0,98001.0,98021.0,98264.0
20240405_4007ed_145927_162240,step1_raw_2024-04-01_to_2024-05-01,234.5,3391.7,1554.8,4946.5,4955.2,4964.9,4960.6,3362.9,3400.4,3328.9,0.7,102.1,36.4,29541.0,93984.0,94149.0,94334.0,94251.0
20240405_c01754_151303_162700,step1_raw_2024-04-01_to_2024-05-01,236.5,3419.1,1552.1,4971.2,4971.4,5085.1,4980.4,3390.2,3419.2,3380.9,0.7,14.1,117.7,29490.0,94452.0,94456.0,96616.0,94627.0
20240406_3c4ada_120823_130954,step1_raw_2024-04-01_to_2024-05-01,237.8,3592.7,2195.7,5788.4,5797.0,5868.8,5820.2,3562.6,3601.3,3524.9,0.8,100.4,145.7,41718.0,109979.0,110142.0,111507.0,110584.0
20240406_4006c2_133723_152718,step1_raw_2024-04-01_to_2024-05-01,229.8,3467.1,1824.5,5291.6,5297.3,5320.9,5309.0,3437.1,3472.8,3403.2,0.7,79.0,56.5,34666.0,100541.0,100649.0,101096.0,100871.0
20240406_400772_131532_144133,step1_raw_2024-04-01_to_2024-05-01,231.0,3532.8,1884.3,5417.1,5433.0,5421.0,5441.7,3502.4,3548.7,3450.8,0.8,137.0,77.0,35801.0,102925.0,103226.0,103000.0,103392.0
20240406_4b1885_142008_152104,step1_raw_2024-04-01_to_2024-05-01,240.0,3457.3,1977.0,5434.3,5437.9,5502.0,5449.7,3428.6,3460.9,3393.9,0.7,65.2,96.8,37563.0,103251.0,103320.0,104538.0,103543.0
20240406_76cce7_171910_182523,step1_raw_2024-04-01_to_2024-05-01,172.5,2884.0,3934.4,6818.4,6818.8,7060.3,6823.0,2850.6,2884.3,2834.6,0.5,16.7,256.2,74754.0,129549.0,129556.0,134145.0,129638.0
20240406_aa77f0_133003_144757,step1_raw_2024-04-01_to_2024-05-01,236.8,3544.6,2449.2,5993.9,6026.2,6255.9,6023.1,3514.8,3577.0,3503.5,0.8,196.4,216.6,46536.0,113883.0,114499.0,118862.0,114439.0
20240407_347343_135200_151046,step1_raw_2024-04-01_to_2024-05-01,260.2,3600.3,1724.8,5325.1,5335.1,5538.5,5348.8,3572.7,3610.3,3548.7,0.9,114.4,185.9,32771.0,101176.0,101368.0,105231.0,101627.0
20240407_4007ed_144338_154736,step1_raw_2024-04-01_to_2024-05-01,244.0,3489.3,1571.8,5061.1,5070.6,5064.6,5093.9,3460.9,3498.8,3412.7,0.7,106.4,44.8,29864.0,96162.0,96342.0,96228.0,96783.0
20240408_3c4b34_141329_154028,step1_raw_2024-04-01_to_2024-05-01,272.0,4065.6,1511.4,5577.0,5578.9,5734.6,5618.2,4035.8,4067.5,4056.6,1.0,54.5,251.0,28716.0,105962.0,105999.0,108958.0,106746.0
20240408_406b0a_155247_170040,step1_raw_2024-04-01_to_2024-05-01,239.0,3379.3,1678.1,5057.4,5072.0,5098.9,5106.8,3351.1,3393.9,3310.2,0.7,130.8,86.4,31885.0,96091.0,96368.0,96879.0,97029.0
20240408_4850e6_132431_143920,step1_raw_2024-04-01_to_2024-05-01,247.2,3472.7,1553.5,5026.3,5026.9,5090.6,5056.9,3444.7,3473.4,3406.0,0.7,29.8,164.9,29517.0,95499.0,95512.0,96722.0,96081.0
20240408_a0752b_135117_150037,step1_raw_2024-04-01_to_2024-05-01,276.5,3808.1,2093.4,5901.6,5902.0,6184.0,5903.9,3780.6,3808.6,3759.6,1.0,24.4,280.1,39775.0,112130.0,112139.0,117496.0,112174.0
20240408_aa6ccb_121417_135108,step1_raw_2024-04-01_to_2024-05-01,251.5,3113.3,1594.1,4707.4,4708.9,5030.4,4710.6,3088.7,3114.8,3057.3,0.6,39.9,267.4,30289.0,89441.0,89470.0,95578.0,89502.0
20240408_aa9bb8_131101_143415,step1_raw_2024-04-01_to_2024-05-01,254.8,3403.3,1977.2,5380.6,5408.0,5477.1,5390.6,3376.7,3430.8,3347.1,0.8,179.3,99.9,37567.0,102231.0,102752.0,104065.0,102421.0
20240409_39cf02_113257_123641,step1_raw_2024-04-01_to_2024-05-01,207.5,3512.4,2178.5,5690.8,5704.3,5938.5,5715.4,3478.8,3525.9,3469.3,0.8,112.2,232.9,41391.0,108126.0,108382.0,112831.0,108593.0
20240409_3c4a02_150202_161150,step1_raw_2024-04-01_to_2024-05-01,269.5,3946.5,1405.6,5352.1,5381.0,5489.5,5398.4,3917.3,3975.4,3915.8,0.9,198.4,224.8,26706.0,101689.0,102238.0,104300.0,102570.0
20240409_4007f1_133723_160624,step1_raw_2024-04-01_to_2024-05-01,236.0,3244.7,2206.2,5451.0,5470.9,5451.8,5460.6,3217.4,3264.7,3186.2,0.7,149.0,8.1,41919.0,103569.0,103948.0,103583.0,103752.0
20240409_406b20_154026_171736,step1_raw_2024-04-01_to_2024-05-01,226.8,3295.6,1893.9,5189.5,5190.4,5238.5,5196.0,3266.7,3296.4,3220.5,0.7,30.7,127.9,35985.0,98600.0,98617.0,99531.0,98724.0
20240409_4b187c_141808_154410,step1_raw_2024-04-01_to_2024-05-01,242.8,3315.4,2487.1,5802.5,5810.1,5820.3,5806.9,3288.2,3323.0,3251.9,0.7,92.4,48.1,47254.0,110247.0,110392.0,110586.0,110331.0
20240409_4ca87d_122801_140342,step1_raw_2024-04-01_to_2024-05-01,238.0,3312.2,3042.7,6354.9,6361.4,6386.1,6365.9,3284.5,3318.7,3247.6,0.7,86.3,71.8,57811.0,120743.0,120866.0,121335.0,120952.0
20240410_3c6562_143504_155418,step1_raw_2024-04-01_to_2024-05-01,237.5,3399.6,3458.5,6858.2,6858.4,6956.3,6878.2,3371.2,3399.8,3337.6,0.7,12.8,166.1,65712.0,130305.0,130309.0,132170.0,130685.0
20240410_400774_115242_132705,step1_raw_2024-04-01_to_2024-05-01,225.5,3343.9,1794.5,5138.4,5140.6,5187.6,5170.9,3314.5,3346.1,3275.5,0.7,43.6,110.4,34095.0,97630.0,97671.0,98564.0,98247.0
20240410_4b1884_123508_134600,step1_raw_2024-04-01_to_2024-05-01,233.2,3324.1,2209.7,5533.7,5534.8,5797.9,5538.7,3295.6,3325.1,3303.0,0.7,35.3,202.8,41984.0,105141.0,105161.0,110159.0,105236.0
20240410_89644c_130954_141827,step1_raw_2024-04-01_to_2024-05-01,225.0,3304.0,2601.2,5905.2,5916.9,6000.7,5921.5,3274.7,3315.7,3239.5,0.7,111.4,160.4,49422.0,112198.0,112421.0,114013.0,112508.0
20240411_39cf03_140907_151653,step1_raw_2024-04-01_to_2024-05-01,228.0,3333.6,1807.1,5140.7,5142.3,5403.4,5151.4,3304.5,3335.2,3303.1,0.7,42.6,203.7,34335.0,97674.0,97703.0,102664.0,97876.0
20240411_4b1883_112515_124042,step1_raw_2024-04-01_to_2024-05-01,245.0,3447.5,1589.6,5037.1,5037.3,5348.4,5053.3,3419.5,3447.7,3438.4,0.8,17.3,319.5,30202.0,95704.0,95709.0,101619.0,96013.0
20240411_4c0221_154107_165027,step1_raw_2024-04-01_to_2024-05-01,238.2,3315.4,2308.8,5624.3,5634.9,5715.5,5659.3,3287.7,3326.1,3244.1,0.7,111.4,166.4,43868.0,106861.0,107064.0,108594.0,107527.0
20240411_a28dc8_125823_140631,step1_raw_2024-04-01_to_2024-05-01,228.8,3317.3,2001.8,5319.1,5321.1,5327.0,5344.5,3288.5,3319.3,3259.6,0.7,46.5,33.2,38034.0,101063.0,101101.0,101212.0,101546.0
20240412_4006c2_134209_152830,step1_raw_2024-04-01_to_2024-05-01,236.2,3347.4,1849.6,5197.0,5260.3,5276.2,5229.4,3319.2,3410.6,3295.1,0.7,274.7,88.6,35143.0,98743.0,99945.0,100247.0,99358.0
20240412_400772_152632_173633,step1_raw_2024-04-01_to_2024-05-01,249.5,3508.9,1778.1,5287.0,5326.9,5464.7,5305.8,3481.0,3548.9,3485.7,0.8,216.8,162.7,33783.0,100453.0,101212.0,103830.0,100810.0
20240412_4911f5_150338_161644,step1_raw_2024-04-01_to_2024-05-01,226.2,3213.6,1789.0,5002.5,5019.3,5090.5,5076.3,3185.3,3230.4,3153.0,0.7,136.2,131.0,33990.0,95048.0,95367.0,96720.0,96449.0
20240412_4b1883_111308_131631,step1_raw_2024-04-01_to_2024-05-01,258.0,3542.1,2492.2,6034.4,6039.5,6401.6,6055.1,3514.8,3547.3,3553.3,0.8,81.4,260.3,47352.0,114653.0,114751.0,121630.0,115047.0
20240412_aa7f5e_134726_151535,step1_raw_2024-04-01_to_2024-05-01,226.2,3104.7,3014.6,6119.3,6131.1,6445.0,6120.6,3077.3,3116.5,3047.7,0.6,111.2,271.6,57277.0,116266.0,116492.0,122456.0,116290.0
20240413_3c64ec_153609_165643,step1_raw_2024-04-01_to_2024-05-01,247.8,3492.3,2096.8,5589.1,5592.6,5871.7,5592.8,3464.3,3495.8,3499.2,0.8,62.2,207.7,39838.0,106193.0,106259.0,111562.0,106263.0
20240413_a05627_114235_124537,step1_raw_2024-04-01_to_2024-05-01,231.2,3327.1,1790.1,5117.1,5124.5,5496.8,5118.2,3298.4,3334.5,3354.2,0.7,91.6,252.9,34011.0,97226.0,97366.0,104439.0,97246.0
20240413_aa944a_164246_180032,step1_raw_2024-04-01_to_2024-05-01,252.8,3515.9,1545.3,5061.2,5063.8,5305.7,5065.6,3488.2,3518.5,3510.5,0.8,56.6,184.6,29361.0,96163.0,96212.0,100809.0,96246.0
20240413_aabf80_121026_131300,step1_raw_2024-04-01_to_2024-05-01,242.8,3398.5,2175.9,5574.4,5578.3,5789.9,5580.0,3370.6,3402.4,3385.9,0.7,67.7,160.1,41342.0,105913.0,105987.0,110008.0,106019.0
20240414_39cf12_134545_145505,step1_raw_2024-04-01_to_2024-05-01,246.0,3389.8,1399.7,4789.5,4790.2,5078.3,4795.5,3362.3,3390.4,3378.5,0.7,27.9,217.9,26595.0,91001.0,91013.0,96487.0,91114.0
20240414_3c4a8b_151056_162246,step1_raw_2024-04-01_to_2024-05-01,239.5,3304.9,2098.5,5403.4,5406.7,5813.8,5415.1,3277.5,3308.2,3309.1,0.7,57.3,294.4,39872.0,102665.0,102728.0,110463.0,102886.0
20240414_4b187c_140709_152405,step1_raw_2024-04-01_to_2024-05-01,261.0,3485.8,2153.6,5639.4,5641.6,5985.0,5656.4,3459.2,3488.0,3472.1,0.8,51.0,260.8,40918.0,107149.0,107190.0,113714.0,107472.0
20240414_4b1883_145506_161432,step1_raw_2024-04-01_to_2024-05-01,305.8,4067.6,1553.5,5621.1,5623.1,5955.6,5627.0,4041.1,4069.6,4055.7,1.1,53.6,254.5,29517.0,106801.0,106839.0,113156.0,106913.0
20240415_39d2a2_113127_123415,step1_raw_2024-04-01_to_2024-05-01,192.2,3252.7,2226.0,5478.7,5480.8,5770.8,5487.8,3219.0,3254.8,3257.4,0.7,44.9,272.0,42294.0,104096.0,104135.0,109645.0,104268.0
20240415_3c4a8b_123655_134615,step1_raw_2024-04-01_to_2024-05-01,242.2,3397.5,1893.2,5290.7,5290.9,5590.3,5292.5,3369.6,3397.7,3379.8,0.8,12.2,217.5,35970.0,100524.0,100527.0,106216.0,100558.0
20240415_4b1887_135010_151009,step1_raw_2024-04-01_to_2024-05-01,273.5,3735.7,1619.2,5354.9,5367.0,5804.3,5380.0,3708.5,3747.8,3746.8,0.9,122.6,365.6,30765.0,101743.0,101974.0,110282.0,102220.0
20240415_aa77f0_114325_125513,step1_raw_2024-04-01_to_2024-05-01,262.0,3614.5,1199.6,4814.2,4824.8,5284.9,4832.8,3587.0,3625.1,3619.3,0.9,115.2,366.1,22793.0,91469.0,91671.0,100412.0,91824.0
20240416_39cf0e_141041_151330,step1_raw_2024-04-01_to_2024-05-01,239.5,3368.3,1435.9,4804.2,4804.4,5099.1,4813.4,3340.4,3368.5,3350.9,0.7,15.3,214.7,27282.0,91280.0,91284.0,96884.0,91455.0
20240416_406d1a_160244_173950,step1_raw_2024-04-01_to_2024-05-01,233.8,3362.6,1842.1,5204.6,5209.7,5449.4,5215.3,3334.0,3367.6,3331.6,0.7,74.5,185.5,34999.0,98888.0,98984.0,103538.0,99091.0
20240416_406f76_141233_151454,step1_raw_2024-04-01_to_2024-05-01,244.5,3502.5,1533.6,5036.1,5095.4,5247.2,5057.8,3473.9,3561.8,3476.1,0.8,273.8,174.2,29139.0,95687.0,96813.0,99697.0,96099.0
20240416_a07214_124130_135050,step1_raw_2024-04-01_to_2024-05-01,226.0,3445.5,1971.1,5416.6,5416.9,5436.6,5420.3,3415.2,3445.8,3381.6,0.8,16.6,35.6,37450.0,102915.0,102920.0,103296.0,102986.0
20240416_aabf80_133142_151125,step1_raw_2024-04-01_to_2024-05-01,251.0,3697.2,1660.7,5357.9,5378.7,5751.4,5358.7,3667.8,3718.0,3655.2,0.9,164.7,301.3,31554.0,101800.0,102195.0,109277.0,101815.0
